bit,zinc_freq,log2_FC,mean_freq,active_freq,decoy_freq
1380,0.9740707785620197,0.028942710840373972,0.9723875361676262,0.9821410137297409,0.9626340586055113
1873,0.9534759617512989,0.06759557080736338,0.9479624984435702,0.9701662021265614,0.925758794760579
1750,0.891483435540148,0.10577855646163467,0.8726875973891886,0.9046660472798596,0.8407091474985174
650,0.8835485041519948,-0.13628624830190816,0.8100941120886725,0.7718591927325281,0.848329031444817
807,0.8093769974508915,-0.14288410126289477,0.7280325362487162,0.692009910188913,0.7640551623085194
1057,0.8080074455568583,-0.3396497522999398,0.7026471085449111,0.6203158872716011,0.7849783298182209
1917,0.759988313157171,-0.29642101451791303,0.6013576768662157,0.5397956023536699,0.6629197513787616
80,0.7381248588025034,-0.02062294052043345,0.6986550671601686,0.6936616083410757,0.7036485259792613
1088,0.5958149617657753,0.2848610367782089,0.5685482931478358,0.6244967482192629,0.5125998380764086
1152,0.5891750378023354,-0.21236900069364434,0.5089519470000776,0.47155982244244865,0.5463440715577066
926,0.5422068562771218,0.08355713300244663,0.5684506197392092,0.5849076081346134,0.5519936313438051
935,0.5345597710589778,-0.003503575384873068,0.5149744333959082,0.5143491276969134,0.515599739094903
875,0.49066184856708533,0.1959189753118989,0.5473357899740645,0.5844430680293177,0.5102285119188115
378,0.48423054099522334,0.28112086421533666,0.5012316557478415,0.5499122535356663,0.45255105796001655
695,0.4209289514320257,0.10331362443301104,0.35874095761876323,0.3715804686693507,0.34590144656817584
1019,0.4159173525889126,-0.36209586904203933,0.4652209475781951,0.40714359450810367,0.5232983006482865
1199,0.40581054015547174,0.2553624631722924,0.39446650639335656,0.42928667286053473,0.3596463399261784
1722,0.33004728978594805,-0.8551800499802271,0.2732286207525393,0.1945390729844121,0.35191816852066643
1,0.2719042255541444,-0.5108958982065359,0.27667587249453607,0.22819242283472696,0.3251593221543452
656,0.26973144348787387,-0.04436340212964287,0.25796617118659115,0.254000206462269,0.26193213591091324
1325,0.2565249987370689,0.1953350811345846,0.24468684025519571,0.2612263858779808,0.2281472946324106
1816,0.25555550015945067,-0.6289494184478346,0.16771216417508977,0.1317229276349747,0.20370140071520482
1480,0.24863565901065132,0.5383105526329135,0.19488271350766434,0.23082481676473623,0.15894061025059242
314,0.23122168654188807,-0.07214015758267044,0.3055631130348466,0.29792505419634563,0.3132011718733477
1452,0.2271589228618517,1.1431512269911959,0.2751593777767989,0.3788066480850625,0.1715121074685353
294,0.22332507857954162,-0.8006795151023234,0.18313442100675725,0.13358108805615773,0.23268775395735675
841,0.22151841137266282,-0.2737616055520802,0.15010273703000962,0.13590378858263652,0.16430168547738272
1855,0.22010074495814186,0.5635778210848127,0.2751532945457973,0.32822339217508,0.2220831969165146
1028,0.21705835750722574,-0.009149156644595369,0.21669826566996375,0.2160111489625271,0.2173853823774004
1754,0.20739959277455655,0.9419163536108028,0.21367156054996214,0.2810467637039331,0.14629635739599117
675,0.19799053099028632,-0.8015866988274747,0.21548838553635413,0.1571177867244761,0.27385898434823214
1683,0.19409019135943703,-0.25127403126105274,0.19433535070418578,0.17745432022297924,0.21121638118539235
283,0.1924558594325574,-1.0338057390202013,0.15312591694928224,0.1004955094456488,0.2057563244529157
1039,0.19091493334757348,0.5270654004462729,0.19253178019743555,0.22731495819139053,0.1577486022034806
389,0.18992188808826835,0.7528708772629561,0.20400960314615646,0.25606482915247236,0.15195437713984056
1928,0.1833560881176897,0.19996101542410527,0.17485339489920998,0.18695158459791472,0.16275520520050524
486,0.18221509521298965,0.0581903224096372,0.1403008717321508,0.1431299679983483,0.13747177546595332
