version,subset,split,component,seed,set,metric,value
2015,core,random,binding,111,test,pearson_r2_score,0.06031011694864535
2015,core,random,binding,111,test,mean_absolute_error,3.9319266505241393
2015,core,random,binding,111,train,pearson_r2_score,0.00011156487919260246
2015,core,random,binding,111,train,mean_absolute_error,4.78332748243442
2015,core,random,binding,111,valid,pearson_r2_score,0.2794356384372084
2015,core,random,binding,111,valid,mean_absolute_error,4.678430105510511
2015,core,random,binding,222,test,pearson_r2_score,0.33885424903389755
2015,core,random,binding,222,test,mean_absolute_error,2.040842708587647
2015,core,random,binding,222,train,pearson_r2_score,0.6442413844296844
2015,core,random,binding,222,train,mean_absolute_error,1.256228825984857
2015,core,random,binding,222,valid,pearson_r2_score,0.13435401247262363
2015,core,random,binding,222,valid,mean_absolute_error,1.8586356795461556
2015,core,random,binding,333,test,pearson_r2_score,0.23552308048402096
2015,core,random,binding,333,test,mean_absolute_error,5.056297306299209
2015,core,random,binding,333,train,pearson_r2_score,0.012527822072614964
2015,core,random,binding,333,train,mean_absolute_error,4.429831435894355
2015,core,random,binding,333,valid,pearson_r2_score,0.1255376135474989
2015,core,random,binding,333,valid,mean_absolute_error,4.775481353558991
2015,core,random,binding,444,test,pearson_r2_score,0.00466015688185958
2015,core,random,binding,444,test,mean_absolute_error,2.844542240142822
2015,core,random,binding,444,train,pearson_r2_score,0.11490595599287508
2015,core,random,binding,444,train,mean_absolute_error,2.6874481347891006
2015,core,random,binding,444,valid,pearson_r2_score,0.2759161352351417
2015,core,random,binding,444,valid,mean_absolute_error,2.2850809177599456
2015,core,random,binding,555,test,pearson_r2_score,0.02044281528943873
2015,core,random,binding,555,test,mean_absolute_error,3.019858459472656
2015,core,random,binding,555,train,pearson_r2_score,0.1604693986493405
2015,core,random,binding,555,train,mean_absolute_error,2.263504911324917
2015,core,random,binding,555,valid,pearson_r2_score,0.08639321905420284
2015,core,random,binding,555,valid,mean_absolute_error,2.458213047228361
2015,core,scaffold,binding,111,test,pearson_r2_score,0.1325748419779784
2015,core,scaffold,binding,111,test,mean_absolute_error,5.237359805107117
2015,core,scaffold,binding,111,train,pearson_r2_score,0.020262940737636712
2015,core,scaffold,binding,111,train,mean_absolute_error,4.126100391730284
2015,core,scaffold,binding,111,valid,pearson_r2_score,0.09326498366225175
2015,core,scaffold,binding,111,valid,mean_absolute_error,5.503040631946763
2015,core,scaffold,binding,222,test,pearson_r2_score,0.023879892422232343
2015,core,scaffold,binding,222,test,mean_absolute_error,5.290032282829285
2015,core,scaffold,binding,222,train,pearson_r2_score,0.007066142760017563
2015,core,scaffold,binding,222,train,mean_absolute_error,4.7526766274831225
2015,core,scaffold,binding,222,valid,pearson_r2_score,0.02395861323348303
2015,core,scaffold,binding,222,valid,mean_absolute_error,4.981872160058272
2015,core,scaffold,binding,333,test,pearson_r2_score,0.0012279578270209285
2015,core,scaffold,binding,333,test,mean_absolute_error,2.1656509246826174
2015,core,scaffold,binding,333,train,pearson_r2_score,0.9947078409690332
2015,core,scaffold,binding,333,train,mean_absolute_error,0.151877534083831
2015,core,scaffold,binding,333,valid,pearson_r2_score,0.32594861704243194
2015,core,scaffold,binding,333,valid,mean_absolute_error,3.2454930937917608
2015,core,scaffold,binding,444,test,pearson_r2_score,0.2033777389654714
2015,core,scaffold,binding,444,test,mean_absolute_error,2.320994891166687
2015,core,scaffold,binding,444,train,pearson_r2_score,0.18417214449460567
2015,core,scaffold,binding,444,train,mean_absolute_error,1.9246317759538307
2015,core,scaffold,binding,444,valid,pearson_r2_score,0.41137413675906764
2015,core,scaffold,binding,444,valid,mean_absolute_error,3.133576539692126
2015,core,scaffold,binding,555,test,pearson_r2_score,0.0006986270308518022
2015,core,scaffold,binding,555,test,mean_absolute_error,6.108764425754547
2015,core,scaffold,binding,555,train,pearson_r2_score,0.012504494905307646
2015,core,scaffold,binding,555,train,mean_absolute_error,5.112278368381354
2015,core,scaffold,binding,555,valid,pearson_r2_score,0.11329649050033866
2015,core,scaffold,binding,555,valid,mean_absolute_error,5.838830827160885
2015,core,seq,binding,111,test,pearson_r2_score,0.25919990963337164
2015,core,seq,binding,111,test,mean_absolute_error,1.73154815864563
2015,core,seq,binding,111,train,pearson_r2_score,0.7369634962166982
2015,core,seq,binding,111,train,mean_absolute_error,1.1098823337065868
2015,core,seq,binding,111,valid,pearson_r2_score,0.4704376667755858
2015,core,seq,binding,111,valid,mean_absolute_error,2.7484757614135744
2015,core,seq,binding,222,test,pearson_r2_score,0.08632490591484307
2015,core,seq,binding,222,test,mean_absolute_error,2.1614099025726317
2015,core,seq,binding,222,train,pearson_r2_score,0.17650285059664256
2015,core,seq,binding,222,train,mean_absolute_error,1.7250117806899243
2015,core,seq,binding,222,valid,pearson_r2_score,0.019962439768581274
2015,core,seq,binding,222,valid,mean_absolute_error,2.0469551538166244
2015,core,seq,binding,333,test,pearson_r2_score,0.01200841656652074
2015,core,seq,binding,333,test,mean_absolute_error,2.0672372846603393
2015,core,seq,binding,333,train,pearson_r2_score,0.2675899402113889
2015,core,seq,binding,333,train,mean_absolute_error,1.5432094959723646
2015,core,seq,binding,333,valid,pearson_r2_score,0.1925280586139091
2015,core,seq,binding,333,valid,mean_absolute_error,2.3974803262007867
2015,core,seq,binding,444,test,pearson_r2_score,0.3736364790800846
2015,core,seq,binding,444,test,mean_absolute_error,4.265257205247879
2015,core,seq,binding,444,train,pearson_r2_score,0.00047484686380023307
2015,core,seq,binding,444,train,mean_absolute_error,4.293953452018591
2015,core,seq,binding,444,valid,pearson_r2_score,0.08207062303084904
2015,core,seq,binding,444,valid,mean_absolute_error,4.0518935308958355
2015,core,seq,binding,555,test,pearson_r2_score,0.23291998082137302
2015,core,seq,binding,555,test,mean_absolute_error,3.1649373960495
2015,core,seq,binding,555,train,pearson_r2_score,0.09973449242386133
2015,core,seq,binding,555,train,mean_absolute_error,2.457386258565463
2015,core,seq,binding,555,valid,pearson_r2_score,0.4272684660948586
2015,core,seq,binding,555,valid,mean_absolute_error,2.9233825573168306
2015,core,random,ligand,111,test,pearson_r2_score,0.626329159757039
2015,core,random,ligand,111,test,mean_absolute_error,1.5816850214004519
2015,core,random,ligand,111,train,pearson_r2_score,0.9957241086713313
2015,core,random,ligand,111,train,mean_absolute_error,0.11747970776680192
2015,core,random,ligand,111,valid,pearson_r2_score,0.1790805381719004
2015,core,random,ligand,111,valid,mean_absolute_error,1.6310634151257966
2015,core,random,ligand,222,test,pearson_r2_score,0.13003160526788898
2015,core,random,ligand,222,test,mean_absolute_error,1.435083417892456
2015,core,random,ligand,222,train,pearson_r2_score,0.23291406726933636
2015,core,random,ligand,222,train,mean_absolute_error,1.756690041652093
2015,core,random,ligand,222,valid,pearson_r2_score,0.04910673777793052
2015,core,random,ligand,222,valid,mean_absolute_error,2.1436563511898643
2015,core,random,ligand,333,test,pearson_r2_score,0.48063980136667434
2015,core,random,ligand,333,test,mean_absolute_error,1.4153468255996704
2015,core,random,ligand,333,train,pearson_r2_score,0.9016090615135526
2015,core,random,ligand,333,train,mean_absolute_error,0.5830406721433002
2015,core,random,ligand,333,valid,pearson_r2_score,0.7009766813252718
2015,core,random,ligand,333,valid,mean_absolute_error,1.3725000863326222
2015,core,random,ligand,444,test,pearson_r2_score,0.035183231549158187
2015,core,random,ligand,444,test,mean_absolute_error,2.412693342208862
2015,core,random,ligand,444,train,pearson_r2_score,0.9316203618056663
2015,core,random,ligand,444,train,mean_absolute_error,0.4433524671579019
2015,core,random,ligand,444,valid,pearson_r2_score,0.4661266507518391
2015,core,random,ligand,444,valid,mean_absolute_error,1.4757130984256144
2015,core,random,ligand,555,test,pearson_r2_score,0.23353521706952263
2015,core,random,ligand,555,test,mean_absolute_error,2.429937238693237
2015,core,random,ligand,555,train,pearson_r2_score,0.636019145875588
2015,core,random,ligand,555,train,mean_absolute_error,1.0596334859652397
2015,core,random,ligand,555,valid,pearson_r2_score,0.17022162417961262
2015,core,random,ligand,555,valid,mean_absolute_error,2.934050413432874
2015,core,scaffold,ligand,111,test,pearson_r2_score,0.004054233364602741
2015,core,scaffold,ligand,111,test,mean_absolute_error,2.009879886627197
2015,core,scaffold,ligand,111,train,pearson_r2_score,0.5027349443926842
2015,core,scaffold,ligand,111,train,mean_absolute_error,1.1597706446280847
2015,core,scaffold,ligand,111,valid,pearson_r2_score,0.2614640444765089
2015,core,scaffold,ligand,111,valid,mean_absolute_error,2.2408537784375646
2015,core,scaffold,ligand,222,test,pearson_r2_score,0.007136561817823788
2015,core,scaffold,ligand,222,test,mean_absolute_error,1.8973022260665893
2015,core,scaffold,ligand,222,train,pearson_r2_score,0.7963021396785717
2015,core,scaffold,ligand,222,train,mean_absolute_error,0.8092979869475732
2015,core,scaffold,ligand,222,valid,pearson_r2_score,0.4651746582914102
2015,core,scaffold,ligand,222,valid,mean_absolute_error,2.5555536380567045
2015,core,scaffold,ligand,333,test,pearson_r2_score,0.04162329335675492
2015,core,scaffold,ligand,333,test,mean_absolute_error,2.6970934386253353
2015,core,scaffold,ligand,333,train,pearson_r2_score,0.15748484460322468
2015,core,scaffold,ligand,333,train,mean_absolute_error,2.409481415809729
2015,core,scaffold,ligand,333,valid,pearson_r2_score,0.048833939341671025
2015,core,scaffold,ligand,333,valid,mean_absolute_error,2.2416000431462337
2015,core,scaffold,ligand,444,test,pearson_r2_score,0.0002853175369653875
2015,core,scaffold,ligand,444,test,mean_absolute_error,2.7095878982543944
2015,core,scaffold,ligand,444,train,pearson_r2_score,0.25127504301105175
2015,core,scaffold,ligand,444,train,mean_absolute_error,2.0128666110527824
2015,core,scaffold,ligand,444,valid,pearson_r2_score,0.08856932683917537
2015,core,scaffold,ligand,444,valid,mean_absolute_error,2.7172499967876234
2015,core,scaffold,ligand,555,test,pearson_r2_score,0.003095488875204617
2015,core,scaffold,ligand,555,test,mean_absolute_error,2.241608270645142
2015,core,scaffold,ligand,555,train,pearson_r2_score,0.31396363309480596
2015,core,scaffold,ligand,555,train,mean_absolute_error,1.598439467809139
2015,core,scaffold,ligand,555,valid,pearson_r2_score,0.2063804497290773
2015,core,scaffold,ligand,555,valid,mean_absolute_error,1.8492253203141062
2015,core,seq,ligand,111,test,pearson_r2_score,0.02890960042113299
2015,core,seq,ligand,111,test,mean_absolute_error,2.516487738609314
2015,core,seq,ligand,111,train,pearson_r2_score,0.6477281417427204
2015,core,seq,ligand,111,train,mean_absolute_error,1.003407418605609
2015,core,seq,ligand,111,valid,pearson_r2_score,0.4460926645911694
2015,core,seq,ligand,111,valid,mean_absolute_error,1.911290751005474
2015,core,seq,ligand,222,test,pearson_r2_score,0.6169424538353547
2015,core,seq,ligand,222,test,mean_absolute_error,1.1241650619506838
2015,core,seq,ligand,222,train,pearson_r2_score,0.8978490513362768
2015,core,seq,ligand,222,train,mean_absolute_error,0.5517759962570973
2015,core,seq,ligand,222,valid,pearson_r2_score,0.6247717717058888
2015,core,seq,ligand,222,valid,mean_absolute_error,1.6814015187715232
2015,core,seq,ligand,333,test,pearson_r2_score,1.721695322431496e-07
2015,core,seq,ligand,333,test,mean_absolute_error,2.1199979124069217
2015,core,seq,ligand,333,train,pearson_r2_score,0.4655516139734367
2015,core,seq,ligand,333,train,mean_absolute_error,1.2600548676955394
2015,core,seq,ligand,333,valid,pearson_r2_score,0.06290095894038848
2015,core,seq,ligand,333,valid,mean_absolute_error,1.8994782769052607
2015,core,seq,ligand,444,test,pearson_r2_score,0.3808925431522537
2015,core,seq,ligand,444,test,mean_absolute_error,2.3964126257896425
2015,core,seq,ligand,444,train,pearson_r2_score,0.9815836831118033
2015,core,seq,ligand,444,train,mean_absolute_error,0.40775680664258124
2015,core,seq,ligand,444,valid,pearson_r2_score,0.2925744402943441
2015,core,seq,ligand,444,valid,mean_absolute_error,1.280267469506515
2015,core,seq,ligand,555,test,pearson_r2_score,0.007248620434820749
2015,core,seq,ligand,555,test,mean_absolute_error,2.0870803165435787
2015,core,seq,ligand,555,train,pearson_r2_score,0.1393441014154971
2015,core,seq,ligand,555,train,mean_absolute_error,2.2510167478903744
2015,core,seq,ligand,555,valid,pearson_r2_score,0.09529521512669985
2015,core,seq,ligand,555,valid,mean_absolute_error,2.787209672927857
2015,core,random,protein,111,test,pearson_r2_score,0.6399891167334025
2015,core,random,protein,111,test,mean_absolute_error,2.197184644699097
2015,core,random,protein,111,train,pearson_r2_score,0.6016727635983894
2015,core,random,protein,111,train,mean_absolute_error,1.613038925757775
2015,core,random,protein,111,valid,pearson_r2_score,0.5834595919719694
2015,core,random,protein,111,valid,mean_absolute_error,1.5867672398215849
2015,core,random,protein,222,test,pearson_r2_score,0.23364631527556243
2015,core,random,protein,222,test,mean_absolute_error,1.2345538120269777
2015,core,random,protein,222,train,pearson_r2_score,0.7706633989639841
2015,core,random,protein,222,train,mean_absolute_error,1.1621835466531607
2015,core,random,protein,222,valid,pearson_r2_score,0.03932069878046547
2015,core,random,protein,222,valid,mean_absolute_error,1.5660449560065017
2015,core,random,protein,333,test,pearson_r2_score,0.5718517512543073
2015,core,random,protein,333,test,mean_absolute_error,1.319614501953125
2015,core,random,protein,333,train,pearson_r2_score,0.808005545823283
2015,core,random,protein,333,train,mean_absolute_error,1.0016324341602814
2015,core,random,protein,333,valid,pearson_r2_score,0.7565649833580244
2015,core,random,protein,333,valid,mean_absolute_error,1.5316167801304867
2015,core,random,protein,444,test,pearson_r2_score,0.03398801814214678
2015,core,random,protein,444,test,mean_absolute_error,2.6060660371780395
2015,core,random,protein,444,train,pearson_r2_score,0.6769315218198064
2015,core,random,protein,444,train,mean_absolute_error,1.9102202916145326
2015,core,random,protein,444,valid,pearson_r2_score,0.2527406588814396
2015,core,random,protein,444,valid,mean_absolute_error,2.5780021476745607
2015,core,random,protein,555,test,pearson_r2_score,0.35164045309264474
2015,core,random,protein,555,test,mean_absolute_error,1.9393649682998657
2015,core,random,protein,555,train,pearson_r2_score,0.809816817534329
2015,core,random,protein,555,train,mean_absolute_error,0.9729207299305843
2015,core,random,protein,555,valid,pearson_r2_score,0.09109346674290404
2015,core,random,protein,555,valid,mean_absolute_error,1.6838700926931283
2015,core,scaffold,protein,111,test,pearson_r2_score,0.2359255930112684
2015,core,scaffold,protein,111,test,mean_absolute_error,3.59561529159546
2015,core,scaffold,protein,111,train,pearson_r2_score,0.23899678568326257
2015,core,scaffold,protein,111,train,mean_absolute_error,3.8187928830660303
2015,core,scaffold,protein,111,valid,pearson_r2_score,0.061763810076259584
2015,core,scaffold,protein,111,valid,mean_absolute_error,3.5637777910734476
2015,core,scaffold,protein,222,test,pearson_r2_score,0.5587962764542963
2015,core,scaffold,protein,222,test,mean_absolute_error,1.2732696390151979
2015,core,scaffold,protein,222,train,pearson_r2_score,0.9309828708004524
2015,core,scaffold,protein,222,train,mean_absolute_error,0.48438924685502666
2015,core,scaffold,protein,222,valid,pearson_r2_score,0.399080962541377
2015,core,scaffold,protein,222,valid,mean_absolute_error,1.655340465746428
2015,core,scaffold,protein,333,test,pearson_r2_score,0.4483229812450788
2015,core,scaffold,protein,333,test,mean_absolute_error,1.5248235082626342
2015,core,scaffold,protein,333,train,pearson_r2_score,0.9344170821074146
2015,core,scaffold,protein,333,train,mean_absolute_error,0.4959416233270596
2015,core,scaffold,protein,333,valid,pearson_r2_score,0.6568701666425865
2015,core,scaffold,protein,333,valid,mean_absolute_error,1.526738089511269
2015,core,scaffold,protein,444,test,pearson_r2_score,0.3353333314175785
2015,core,scaffold,protein,444,test,mean_absolute_error,2.125190879821777
2015,core,scaffold,protein,444,train,pearson_r2_score,0.3672239835181171
2015,core,scaffold,protein,444,train,mean_absolute_error,1.7097945146071605
2015,core,scaffold,protein,444,valid,pearson_r2_score,0.22188530811588777
2015,core,scaffold,protein,444,valid,mean_absolute_error,2.8292778507031895
2015,core,scaffold,protein,555,test,pearson_r2_score,0.6709265301739097
2015,core,scaffold,protein,555,test,mean_absolute_error,1.2787596044540404
2015,core,scaffold,protein,555,train,pearson_r2_score,0.8786207242075288
2015,core,scaffold,protein,555,train,mean_absolute_error,0.6848747381797203
2015,core,scaffold,protein,555,valid,pearson_r2_score,0.4569914377506171
2015,core,scaffold,protein,555,valid,mean_absolute_error,1.1064775075410542
2015,core,seq,protein,111,test,pearson_r2_score,0.016481222059355292
2015,core,seq,protein,111,test,mean_absolute_error,2.292067141532898
2015,core,seq,protein,111,train,pearson_r2_score,0.23465931593238998
2015,core,seq,protein,111,train,mean_absolute_error,1.4890920252677722
2015,core,seq,protein,111,valid,pearson_r2_score,0.14927279167196542
2015,core,seq,protein,111,valid,mean_absolute_error,2.642081091027511
2015,core,seq,protein,222,test,pearson_r2_score,0.47081040056821366
2015,core,seq,protein,222,test,mean_absolute_error,1.6254024052619933
2015,core,seq,protein,222,train,pearson_r2_score,0.8298472251713046
2015,core,seq,protein,222,train,mean_absolute_error,0.8534310258963168
2015,core,seq,protein,222,valid,pearson_r2_score,0.41721619573536645
2015,core,seq,protein,222,valid,mean_absolute_error,2.178929079959267
2015,core,seq,protein,333,test,pearson_r2_score,0.5273835193919644
2015,core,seq,protein,333,test,mean_absolute_error,1.8790523195266722
2015,core,seq,protein,333,train,pearson_r2_score,0.9699956979307138
2015,core,seq,protein,333,train,mean_absolute_error,0.5431898757127616
2015,core,seq,protein,333,valid,pearson_r2_score,0.551977456450641
2015,core,seq,protein,333,valid,mean_absolute_error,1.3946711490028785
2015,core,seq,protein,444,test,pearson_r2_score,0.23728746502788686
2015,core,seq,protein,444,test,mean_absolute_error,1.8934686031341552
2015,core,seq,protein,444,train,pearson_r2_score,0.7492497419583083
2015,core,seq,protein,444,train,mean_absolute_error,1.1465294809830497
2015,core,seq,protein,444,valid,pearson_r2_score,0.2753418020952275
2015,core,seq,protein,444,valid,mean_absolute_error,1.5069830251994887
2015,core,seq,protein,555,test,pearson_r2_score,0.15924484805014064
2015,core,seq,protein,555,test,mean_absolute_error,3.3854774665832514
2015,core,seq,protein,555,train,pearson_r2_score,0.3788744920349001
2015,core,seq,protein,555,train,mean_absolute_error,4.015895525369889
2015,core,seq,protein,555,valid,pearson_r2_score,0.27950791293914257
2015,core,seq,protein,555,valid,mean_absolute_error,4.025361417469226
2015,general_PL,random,binding,111,test,pearson_r2_score,0.7486270522283052
2015,general_PL,random,binding,111,test,mean_absolute_error,7.089213625151535
2015,general_PL,random,binding,111,train,pearson_r2_score,0.6742285668146881
2015,general_PL,random,binding,111,train,mean_absolute_error,7.254408420260445
2015,general_PL,random,binding,111,valid,pearson_r2_score,0.6465751324369392
2015,general_PL,random,binding,111,valid,mean_absolute_error,7.214780257430324
2015,general_PL,random,binding,222,test,pearson_r2_score,0.7197730716737305
2015,general_PL,random,binding,222,test,mean_absolute_error,3.6228767188880493
2015,general_PL,random,binding,222,train,pearson_r2_score,0.7720989583425937
2015,general_PL,random,binding,222,train,mean_absolute_error,3.6370247186756917
2015,general_PL,random,binding,222,valid,pearson_r2_score,0.808961501463112
2015,general_PL,random,binding,222,valid,mean_absolute_error,3.572652414444898
2015,general_PL,random,binding,333,test,pearson_r2_score,0.7356957659144815
2015,general_PL,random,binding,333,test,mean_absolute_error,4.508678185762381
2015,general_PL,random,binding,333,train,pearson_r2_score,0.7327164983297892
2015,general_PL,random,binding,333,train,mean_absolute_error,4.363736410522114
2015,general_PL,random,binding,333,valid,pearson_r2_score,0.6760920218713425
2015,general_PL,random,binding,333,valid,mean_absolute_error,4.223207912462391
2015,general_PL,random,binding,444,test,pearson_r2_score,0.6245658348491556
2015,general_PL,random,binding,444,test,mean_absolute_error,6.828924617698102
2015,general_PL,random,binding,444,train,pearson_r2_score,0.6611577596389997
2015,general_PL,random,binding,444,train,mean_absolute_error,6.6488203523594285
2015,general_PL,random,binding,444,valid,pearson_r2_score,0.7184607617526206
2015,general_PL,random,binding,444,valid,mean_absolute_error,6.591718203434611
2015,general_PL,random,binding,555,test,pearson_r2_score,0.7098606143872039
2015,general_PL,random,binding,555,test,mean_absolute_error,5.044990248983006
2015,general_PL,random,binding,555,train,pearson_r2_score,0.6685632046971552
2015,general_PL,random,binding,555,train,mean_absolute_error,5.046858359496233
2015,general_PL,random,binding,555,valid,pearson_r2_score,0.7644576042343132
2015,general_PL,random,binding,555,valid,mean_absolute_error,5.040506129892818
2015,general_PL,scaffold,binding,111,test,pearson_r2_score,0.6009474351174847
2015,general_PL,scaffold,binding,111,test,mean_absolute_error,7.0651779233305945
2015,general_PL,scaffold,binding,111,train,pearson_r2_score,0.6597796863085064
2015,general_PL,scaffold,binding,111,train,mean_absolute_error,6.916273544161673
2015,general_PL,scaffold,binding,111,valid,pearson_r2_score,0.6193555208862391
2015,general_PL,scaffold,binding,111,valid,mean_absolute_error,7.066224804600188
2015,general_PL,scaffold,binding,222,test,pearson_r2_score,0.5586894559654779
2015,general_PL,scaffold,binding,222,test,mean_absolute_error,4.957998697519735
2015,general_PL,scaffold,binding,222,train,pearson_r2_score,0.7009290959006116
2015,general_PL,scaffold,binding,222,train,mean_absolute_error,5.0305724225923445
2015,general_PL,scaffold,binding,222,valid,pearson_r2_score,0.6842783056468003
2015,general_PL,scaffold,binding,222,valid,mean_absolute_error,5.036109679843165
2015,general_PL,scaffold,binding,333,test,pearson_r2_score,0.5822858458383602
2015,general_PL,scaffold,binding,333,test,mean_absolute_error,7.995780975978733
2015,general_PL,scaffold,binding,333,train,pearson_r2_score,0.6503598856844646
2015,general_PL,scaffold,binding,333,train,mean_absolute_error,7.940487456313057
2015,general_PL,scaffold,binding,333,valid,pearson_r2_score,0.5888331127459409
2015,general_PL,scaffold,binding,333,valid,mean_absolute_error,7.964683154051571
2015,general_PL,scaffold,binding,444,test,pearson_r2_score,0.5854858787654867
2015,general_PL,scaffold,binding,444,test,mean_absolute_error,5.500293191020155
2015,general_PL,scaffold,binding,444,train,pearson_r2_score,0.6875262305038639
2015,general_PL,scaffold,binding,444,train,mean_absolute_error,5.497559909530383
2015,general_PL,scaffold,binding,444,valid,pearson_r2_score,0.6107668735584961
2015,general_PL,scaffold,binding,444,valid,mean_absolute_error,5.5253873784535585
2015,general_PL,scaffold,binding,555,test,pearson_r2_score,0.6328572089685783
2015,general_PL,scaffold,binding,555,test,mean_absolute_error,7.358942975980618
2015,general_PL,scaffold,binding,555,train,pearson_r2_score,0.6352456020714263
2015,general_PL,scaffold,binding,555,train,mean_absolute_error,7.476000682434962
2015,general_PL,scaffold,binding,555,valid,pearson_r2_score,0.6738059358628803
2015,general_PL,scaffold,binding,555,valid,mean_absolute_error,7.400045290816166
2015,general_PL,seq,binding,111,test,pearson_r2_score,0.5989280283381224
2015,general_PL,seq,binding,111,test,mean_absolute_error,6.68281262326803
2015,general_PL,seq,binding,111,train,pearson_r2_score,0.6854806692678055
2015,general_PL,seq,binding,111,train,mean_absolute_error,6.772793487519378
2015,general_PL,seq,binding,111,valid,pearson_r2_score,0.5446604079417173
2015,general_PL,seq,binding,111,valid,mean_absolute_error,6.694946897958865
2015,general_PL,seq,binding,222,test,pearson_r2_score,0.531772697450103
2015,general_PL,seq,binding,222,test,mean_absolute_error,7.02297998944125
2015,general_PL,seq,binding,222,train,pearson_r2_score,0.6703216605438952
