bit,zinc_freq,log2_FC,mean_freq,active_freq,decoy_freq
1380,0.9740707785620197,0.020470600385742083,0.9723142728810001,0.9792123083051185,0.9654162374568817
1873,0.9534759617512989,0.05441128158703009,0.9474072353406696,0.9652708623780123,0.9295436083033269
1750,0.891483435540148,0.07574127092898368,0.8702599715447581,0.8930989842660825,0.8474209588234337
650,0.8835485041519948,-0.11876005728531301,0.820237916586569,0.7864967138020315,0.8539791193711066
807,0.8093769974508915,-0.11273909221770853,0.7395463555495827,0.7106652061342362,0.7684275049649291
1057,0.8080074455568583,-0.2788926920271696,0.7185887649586011,0.6493477394941247,0.7878297904230777
1917,0.759988313157171,-0.2857055735717832,0.6059343388551282,0.546131248755228,0.6657374289550282
80,0.7381248588025034,0.04002062710149374,0.7212260089156078,0.7312288388767177,0.7112231789544979
1088,0.5958149617657753,0.28470963476078576,0.5744505857997911,0.6309500099581756,0.5179511616414066
1152,0.5891750378023354,-0.14457493719569015,0.5218435413873654,0.49571798446524595,0.5479690983094849
926,0.5422068562771218,0.22219004779371074,0.5951675621379291,0.6409081856203943,0.549426938655464
935,0.5345597710589778,0.027386284544816262,0.5278520943087286,0.5328619796853217,0.5228422089321355
875,0.49066184856708533,0.1342749947382054,0.5375403191298485,0.5625373431587333,0.5125432951009635
378,0.48423054099522334,0.2686570267345653,0.50465576921437,0.5515086636128261,0.4578028748159141
695,0.4209289514320257,0.0852197159026517,0.3676064024927762,0.378460466042621,0.3567523389429314
1019,0.4159173525889126,-0.10331780031277159,0.5095492400957375,0.4913114917347142,0.5277869884567608
1199,0.40581054015547174,0.3106574330027241,0.4084667452476486,0.45227544313881696,0.36465804735648016
1722,0.33004728978594805,-0.9347182685945401,0.27079836410065433,0.18601872137024497,0.3555780068310637
1,0.2719042255541444,-0.10789185608077445,0.31215475010132704,0.3004879506074487,0.32382154959520537
656,0.26973144348787387,-0.013593536769922402,0.2616389074233753,0.2604062935670185,0.2628715212797321
1325,0.2565249987370689,0.42165684944329307,0.2611936475056479,0.2990938060147381,0.2232934889965576
1816,0.25555550015945067,-0.7252299739980799,0.16539342274496216,0.1246763592909779,0.20611048619894642
1480,0.24863565901065132,0.7290907700687868,0.20965069756137605,0.26152658832901815,0.15777480679373398
314,0.23122168654188807,-0.02708796074309326,0.3205002948928001,0.3174915355506871,0.3235090542349131
1452,0.2271589228618517,1.050342096994481,0.26803074490740786,0.3615066719776937,0.17455481783712204
294,0.22332507857954162,-0.6902949878938462,0.19311901591903408,0.14777932682732522,0.2384587050107429
841,0.22151841137266282,-0.28900157813709776,0.15542826058703552,0.13991236805417248,0.17094415311989852
1855,0.22010074495814186,0.513563764244312,0.27125794879522425,0.319035052778331,0.22348084481211747
1028,0.21705835750722574,0.07122248155719184,0.2196830427624351,0.2251045608444533,0.21426152468041693
1754,0.20739959277455655,1.0065119458089946,0.2242073299889219,0.2993925512846047,0.14902210869323915
675,0.19799053099028632,-0.8987245671862646,0.2112942528819121,0.14753037243576977,0.2750581333280544
1683,0.19409019135943703,-0.2598928527022519,0.1958711930055022,0.17827623979286994,0.21346614621813448
283,0.1924558594325574,-0.6836113092134803,0.16518798924370953,0.1267675761800438,0.20360840230737523
1039,0.19091493334757348,0.5772163090263301,0.1979291371254662,0.23700458076080463,0.15885369349012776
389,0.18992188808826835,0.8669671695470634,0.22001808736351025,0.2842063333997212,0.1558298413272993
1928,0.1833560881176897,0.15937797413930277,0.17350693157469227,0.18308105954989046,0.16393280359949408
486,0.18221509521298965,0.10853011991831073,0.1433364830005966,0.148725353515236,0.13794761248595716
197,0.1726863778421881,-0.5979645234059874,0.11952143457749183,0.09510057757418841,0.14394229158079525
561,0.17205932730614368,-0.34874079521373375,0.1783418821279538,0.15689105755825533,0.19979270669765226
1385,0.17197162793047313,0.1407910964432974,0.14309309087232455,0.15006970722963553,0.13611647451501357
322,0.1716503839160306,0.6676355345249129,0.16077119924075964,0.19732125074686319,0.12422114773465609
1536,0.16871780088889926,-0.10150852415422905,0.12880763884075921,0.12427803226448915,0.1333372454170293
41,0.1670834088939541,-1.1804896598686991,0.10913395097449807,0.06681935869348735,0.1514485432555088
191,0.15939751970547908,0.30431160678319497,0.1335473957806288,0.14758016331408086,0.11951462824717676
1970,0.1497504682455878,-0.11266865316198495,0.136242402864178,0.1309251145190201,0.14155969120933584
715,0.14580543797398585,0.16137585254103431,0.2757225458242302,0.29112726548496315,0.2603178261634973
1114,0.13732022303753275,0.23839272294267283,0.27254427379049667,0.29501095399322846,0.2500775935877649
699,0.13567682083275842,-0.08411960971989535,0.11682863558487544,0.11342362079267078,0.12023365037708009
1391,0.12935495727628804,-0.9008354929054514,0.12562683403644065,0.0876319458275244,0.16362172224535693
881,0.1274692404951747,-0.1468023755465947,0.10732804798653521,0.10187213702449711,0.1127839589485733
718,0.12502314873075276,0.5673008175944929,0.12627884897632224,0.1507916749651464,0.10176602298749807
1410,0.12439099240913849,-0.21149496099309714,0.09199816193851026,0.08526687910774747,0.09872944476927308
1476,0.12367023569087075,0.2729023017505088,0.16275428918986995,0.17810197171878112,0.14740660666095878
350,0.12006627189533547,0.17402250740767336,0.15687641587266932,0.16632642899820752,0.14742640274713115
310,0.11932298965249483,0.5184909434811081,0.1397188309428098,0.1645588528181637,0.11487880906745587
2009,0.11810450894326396,-0.2585899265757918,0.07425282442952542,0.06761601274646485,0.080889636112586
1145,0.11064189275435567,0.4331296851725951,0.13024132511690975,0.14964648476399123,0.11083616546982829
1866,0.10821165895923307,1.679839518750017,0.11658401806439415,0.17770364469229238,0.055464391436495925
216,0.10706405856732498,-0.44226398088391716,0.10828288982425033,0.09181437960565625,0.1247514000428444
1060,0.10666112198376468,-0.09586082451227282,0.18066644433726803,0.17466640111531567,0.18666648755922036
843,0.10421310804124585,0.39890580857217345,0.09834496070568913,0.11185520812587134,0.08483471328550693
1160,0.10391372880265544,1.257228453967027,0.15455348162031465,0.21793467436765585,0.09117228887297346
116,0.10215091128361191,-1.156213439438576,0.10521784901177814,0.06517625970922127,0.145259438314335
1823,0.10112735144701868,-2.2182561249830703,0.07093373649054778,0.02509460266879108,0.11677287031230447
1697,0.100645725697617,0.07654441539318611,0.09446239889997328,0.09696773551085441,0.09195706228909215
249,0.10039434084338326,-0.43294030904718195,0.07508967492880099,0.06390659231228839,0.08627275754531359
1535,0.09915003086597547,1.5516037289225433,0.1213321242339708,0.18094005178251343,0.061724196685428175
366,0.09881689337455844,-0.44951328034157473,0.10073500530841806,0.08516729735112527,0.11630271326571084
1066,0.09875700551322726,1.3649976877172998,0.11767925658311261,0.16953794064927305,0.06582057251695217
694,0.09840698889539692,-0.9560237267947905,0.10898212693910594,0.07413861780521809,0.1438256360729938
1224,0.09469105822571788,-0.4793569082109649,0.08082128936048186,0.06751643098984265,0.09412614773112107
1729,0.09465874160646395,0.34436240327071393,0.12036236954732045,0.13465943039235212,0.10606530870228878
1238,0.09421495873834476,-1.2359898315251276,0.0684985999186795,0.04082852021509659,0.0961686796222624
739,0.09338656004665126,0.5281499601196853,0.1107517380763499,0.13080063732324237,0.09070283882945743
1349,0.09186755880558496,0.1349619538564589,0.09558701680414843,0.10005476996614221,0.09111926364215464
114,0.09185524485215177,0.4178775591764041,0.12260308484915257,0.1402360087631946,0.10497016093511055
